header,status,isis9_sha256,isis10_sha256,classes_added,classes_removed,classes_common,enums_added,enums_removed,enums_common,callables_added,callables_removed,deprecated_added,deprecated_removed
MatcherAlgorithms.h,identical,252e7ed9934cc6985eff1d9272338b6d14f88b3048ec0d80b382cf172bd1b8de,252e7ed9934cc6985eff1d9272338b6d14f88b3048ec0d80b382cf172bd1b8de,,,MatcherAlgorithms,,,,,,,
MatcherSolution.h,identical,6c180343c11dc2c21b620ffc2daa884b65fde2b175691d044d08782345482e71,6c180343c11dc2c21b620ffc2daa884b65fde2b175691d044d08782345482e71,,,MatcherSolution,,,,,,,
Matrix.h,identical,767cf0e241289fa45ba10e9f3ae6257deafe02266dece8c8cde85259a5593e94,767cf0e241289fa45ba10e9f3ae6257deafe02266dece8c8cde85259a5593e94,,,Matrix,,,,,,,
MatrixGraphicsScene.h,identical,f1930f202d105cf141c59a0a4d8634ab14a6f59163d5ba565d2338445bc5f277,f1930f202d105cf141c59a0a4d8634ab14a6f59163d5ba565d2338445bc5f277,,,"MatrixGraphicsScene
MatrixSceneWidget",,,,,,,
MatrixGraphicsView.h,identical,279e0114dbd104681c9634520068842f56c0edecff51f58e6eb27a58ff68e900,279e0114dbd104681c9634520068842f56c0edecff51f58e6eb27a58ff68e900,,,MatrixGraphicsView,,,,,,,
MatrixOptions.h,identical,5ba10a75965b0d17ab920c833abe221aa94271b45eac46ff9eb2876a912883d8,5ba10a75965b0d17ab920c833abe221aa94271b45eac46ff9eb2876a912883d8,,,"CorrelationMatrix
MatrixOptions
MatrixSceneWidget",,,FocusOption,,,,
MatrixOptionsDialog.h,identical,41fb2ccd8906eba64469c6434b07b0d07bea102bbab4ed30376e4784b8a5b71f,41fb2ccd8906eba64469c6434b07b0d07bea102bbab4ed30376e4784b8a5b71f,,,"MatrixOptionsDialog
QCheckBox
QComboBox
QLabel
QLineEdit
QRadioButton
QSlider",,,,,,,
MatrixSceneWidget.h,identical,5da3eb1dbb012bcd4d3a84d32c9c779d368fb98cf80fd5d43db7eeb9b01ac0ed,5da3eb1dbb012bcd4d3a84d32c9c779d368fb98cf80fd5d43db7eeb9b01ac0ed,,,"CorrelationMatrix
Directory
DisplayProperties
FileName
MatrixDisplayTool
MatrixGraphicsView
MatrixOptions
MatrixSceneWidget
ProgressBar
Project
PvlGroup
PvlObject
QGraphicsPolygonItem
QGraphicsRectItem
QGraphicsScene
QGraphicsSceneContextMenuEvent
QList
QMenu
QProgressBar
QRubberBand
QStatusBar
QToolBar
QToolButton
ToolPad",,,,,,,
MatrixViewWorkOrder.h,identical,416bdf2f133dc2c59ee783fc7739e8bf348c33718242bb4286bd3c49ac629663,416bdf2f133dc2c59ee783fc7739e8bf348c33718242bb4286bd3c49ac629663,,,"CorrelationMatrix
MatrixViewWorkOrder",,,,,,,
MaximumCorrelation.h,identical,e1d956b25ca17fb93443cfd0a170c52eb116b81d44463a26e7cd3ef03e5401c8,e1d956b25ca17fb93443cfd0a170c52eb116b81d44463a26e7cd3ef03e5401c8,,,"Chip
MaximumCorrelation
Pvl",,,,,,,
MaximumLikelihoodWFunctions.h,identical,54495f05f01959b4c117aee820eddf125ac424631a1f11211685b7565022bcd0,54495f05f01959b4c117aee820eddf125ac424631a1f11211685b7565022bcd0,,,MaximumLikelihoodWFunctions,,,Model,,,,
MdiCubeViewport.h,identical,35704bc0dac4e6131b881c6e411baa40e63f5877a7a2d9f345fdb0f72ffbd993,35704bc0dac4e6131b881c6e411baa40e63f5877a7a2d9f345fdb0f72ffbd993,,,"Cube
MdiCubeViewport
QList
QPaintEvent
Tool
ViewportBuffer",,,,,,,
MdisCalUtils.h,changed_declarations,43c5af44c36baafc1a517d11d320946e318e2f5ee503b314915a75ad9f934c3d,b8e09ae04a68eb9673f5f1cb9484012d2d617fc8ea91984bd4e9c1a159e00dc8,,,,,,,"QString mess=""Number values("" + QString::number(csv.columns())+ "")in file "" + ename + "" less than number requested("" + QString::number(nvalues)+ "")!"";
QString mess=""Number values("" + QString::number(row.dim1())+ "")in file "" + fname + "" less than number requested("" + QString::number(nvalues)+ "")!"";
QString mess=""Number values("" + QString::number(row.dim1()- 1)+ "")in file "" + fname + "" less than number requested("" + QString::number(nvalues)+ "")!"";
SpiceQL::translateNameToCode(target.toLatin1().data(),""mdis"",useWeb);
auto [obsStartTime,k1]=SpiceQL::strSclkToEt(-236,scStartTime.toLatin1().data(),""mdis"",useWeb);
bool useWeb=QString(Preference::Preferences().findGroup(""SpiceQL"")[""UseSpiceQL""]).toUpper()==""TRUE"";
std::copy(sunLt[0].begin(),sunLt[0].begin()+3,sunv);
tie(obsStartTime,kernels)=SpiceQL::strSclkToEt(-236,scStartTime.toLatin1().data(),""mdis"",useWeb);","Isis::FileName leapseconds(""$base/kernels/lsk/naif????.tls"");
Isis::FileName pck(""$base/kernels/spk/de???.bsp"");
Isis::FileName sclk(""$messenger/kernels/sclk/messenger_????.tsc"");
QString leapsecondsName(leapseconds.expanded());
QString mess=""Number values("" + QString(csv.columns())+ "")in file "" + ename + "" less than number requested("" + QString(nvalues)+ "")!"";
QString mess=""Number values("" + QString(row.dim1())+ "")in file "" + fname + "" less than number requested("" + QString(nvalues)+ "")!"";
QString mess=""Number values("" + QString(row.dim1()- 1)+ "")in file "" + fname + "" less than number requested("" + QString(nvalues)+ "")!"";
QString pckName(pck.expanded());
QString sclkName(sclk.expanded());
bodn2c_c(target.toLatin1().data(),&tcode,&found);
furnsh_c(leapsecondsName.toLatin1().data());
furnsh_c(pckName.toLatin1().data());
furnsh_c(sclkName.toLatin1().data());
leapseconds=leapseconds.highestVersion();
loadNaifTiming();
pck=pck.highestVersion();
sclk=sclk.highestVersion();
scs2e_c(-236,scStartTime.toLatin1().data(),&obsStartTime);
spkpos_c(target.toLatin1().data(),obsStartTime,""J2000"",""LT+S"",""sun"",sunv,&lt);",,
MdisCamera.h,identical,54c5a5458368d9c556d394a77f416502957f3ceeb0071d839a120f8e2d97ceb7,54c5a5458368d9c556d394a77f416502957f3ceeb0071d839a120f8e2d97ceb7,,,MdisCamera,,,,,,,
MdisEdrKeys.h,identical,1fe67bfb34fcb68962d59aca0ab9c6aebb1eacddc7ed93566fef3a3f35c4819f,1fe67bfb34fcb68962d59aca0ab9c6aebb1eacddc7ed93566fef3a3f35c4819f,,,MdisEdrKeys,,,,,,,
MdisGeometry.h,identical,90d19357f8f1ff9f4967ff3d60990bbaa22fec75db00282403b4dbad83b90e55,90d19357f8f1ff9f4967ff3d60990bbaa22fec75db00282403b4dbad83b90e55,,,MdisGeometry,,,,,,,
MeasureCountFilter.h,changed_declarations,212136273612063e826c993d68e4e7a8c6e8df6ed008db993185f3b0574c7dff,79cb6574ddbdb556ea4fb9917145c105d0d74d14ece4ed2d891e1cb08f3518a5,,QPair,"ControlMeasure
ControlNet
ControlPoint
MeasureCountFilter
QButtonGroup
QLineEdit
QSpinBox
QString",,,,,,,
MeasureIgnoredFilter.h,changed_declarations,c576360680dab1f4fecfbdc221c63067e55476ba76fb9bd963ff42ab97c694da,1bcba3c459fcd4de8fa502b77b13085bdaa8f9fdfc7d2e39ff51412131b42edc,,QPair,"ControlMeasure
ControlNet
ControlPoint
MeasureIgnoredFilter
QString",,,,,,,
MeasureJigsawRejectedFilter.h,changed_declarations,5c86dcf13f2bb0e6605735ed53350b8e43f480bd37e813cf57e1f27543c9b94e,8284da005a9411162d3fa962007479a165fd1e70a79b20d618567483938ef21d,,QPair,"ControlMeasure
ControlNet
ControlPoint
MeasureJigsawRejectedFilter
QString",,,,,,,
MeasureLeafItem.h,identical,5ec21fd21c9b95e2f63126028548f8821f6e81684df4271d93c04f8dcccd6886,5ec21fd21c9b95e2f63126028548f8821f6e81684df4271d93c04f8dcccd6886,,,"ControlMeasure
MeasureLeafItem",,,,,,,
MeasurePoint.h,identical,78bc57f0cea24b1ece0d25afc8f6e855411b5699f81d95f08f752cd3c537ee69,78bc57f0cea24b1ece0d25afc8f6e855411b5699f81d95f08f752cd3c537ee69,,,"ControlMeasureData
MeasurePoint",,,,,,,
MeasureTableDelegate.h,identical,ba00c4d381d52816d97453418d03839ad2e18d782785f1a94f88d92fb9e00e04,ba00c4d381d52816d97453418d03839ad2e18d782785f1a94f88d92fb9e00e04,,,"AbstractTreeItem
MeasureTableDelegate
QString
QWidget
TableColumn",,,,,,,
MeasureTableModel.h,changed_declarations,a005afe65309338a178384084ee678a72f64f22f5621a4064a1d943fb34ec3e2,f9c16548a63519d3fbdb38a83e7cb699ecfb1e76f10a84bd14ca9241c209ce67,,QStringList,"AbstractTreeItem
AbstractTreeModel
MeasureTableModel
QList
TableColumn
TableColumnList",,,,,,,
MeasureTool.h,identical,a4ef6e5fce2769099f85e679159a0f6f1242b3fbf42b1e1e3e82a1f309f5075b,a4ef6e5fce2769099f85e679159a0f6f1242b3fbf42b1e1e3e82a1f309f5075b,,,"MdiCubeViewport
MeasureTool
QCheckBox
QComboBox
QDialog
QLineEdit
QMenu
QString",,,"TableColumnIndex
TableColumnsMap",,,,
MeasureTypeFilter.h,changed_declarations,03ee5457905cadadcd4257163a950c638eb461c6ea7adc1b019e69d1767e9799,2d45d9474c867303ba998c8ef5ca223664aadd4944b5d1195a7833418b33289d,,QPair,"ControlMeasure
ControlNet
ControlPoint
MeasureTypeFilter
QString",,,,,,,
MeasureValidationResults.h,changed_declarations,dc4257f0a6ff585cd10ceb74a306697e1be8307b303a4f0eb0a41ee42eb75fcd,266861543d3d0091e9bd167fb6139fad609bf5fdf2498b0ac9409a34bb546efd,,QVector,"MeasureValidationResults
QString",,,Option,,,,
Mercator.h,identical,ae509cdb6219ad1e5e3d1b7d7e3948c173063cb6e69c9d0b263e4187e90d896e,ae509cdb6219ad1e5e3d1b7d7e3948c173063cb6e69c9d0b263e4187e90d896e,,,"Mercator
Pvl
PvlGroup",,,,,,,
Message.h,identical,dfe913d2f32ac2891b0cc217d1a89174320c920e14f625e6107b0ef005cfdd23,dfe913d2f32ac2891b0cc217d1a89174320c920e14f625e6107b0ef005cfdd23,,,,,,,,,,
MexHrscSrcCamera.h,identical,4d6869ebf4e79ea309355a07d884bb9ca9f299a024a5bf71e551658bbe646ce6,4d6869ebf4e79ea309355a07d884bb9ca9f299a024a5bf71e551658bbe646ce6,,,MexHrscSrcCamera,,,,,,,
MiCalibration.h,identical,8e6ff55e6cbc0cfd4efd6ad6f8ee826becf9e41e593ff5e5f16d7ef0ed849775,8e6ff55e6cbc0cfd4efd6ad6f8ee826becf9e41e593ff5e5f16d7ef0ed849775,,,MiCalibration,,,,,,,
MiniRF.h,identical,2893eaed2fed2a4d338d717f7665ab214278d373703ed34e159d7aee04cb1b2a,2893eaed2fed2a4d338d717f7665ab214278d373703ed34e159d7aee04cb1b2a,,,MiniRF,,,,,,,
MinimumDifference.h,identical,91fe3649ab035c26f640b1251c561942573ce092f4fef481695a9eeb31aa9b6e,91fe3649ab035c26f640b1251c561942573ce092f4fef481695a9eeb31aa9b6e,,,"Chip
MinimumDifference
Pvl",,,,,,,
Minnaert.h,identical,f534e9bf2b268d7867214374b594a106eb89c0edaf584d898f750feec130a90d,f534e9bf2b268d7867214374b594a106eb89c0edaf584d898f750feec130a90d,,,"Minnaert
Pvl",,,,,,,
MinnaertEmpirical.h,identical,896adfd013112e40bc9f3e02b2481028ecbd8b9ce069a537e7684d8b47d94238,896adfd013112e40bc9f3e02b2481028ecbd8b9ce069a537e7684d8b47d94238,,,"MinnaertEmpirical
Pvl",,,,,,,
Mixed.h,identical,0d9f41d47cfb8b24eebe431329a29160bd1df94bed3a2fbb644ddd70711ca082,0d9f41d47cfb8b24eebe431329a29160bd1df94bed3a2fbb644ddd70711ca082,,,"Mixed
Pvl",,,,,,,
MocLabels.h,identical,addd19d027fdf53dd5cf3636d18e959b0ff29a5132e339f801f7d9fe5d4d1ca0,addd19d027fdf53dd5cf3636d18e959b0ff29a5132e339f801f7d9fe5d4d1ca0,,,"Cube
MocLabels
Pvl
WAGO",,,,,,,
MocNarrowAngleCamera.h,identical,822756fcc397015ee923a89c337db048d72dcb05fbc360357544a5b5d02c5293,822756fcc397015ee923a89c337db048d72dcb05fbc360357544a5b5d02c5293,,,MocNarrowAngleCamera,,,,,,,
MocNarrowAngleSumming.h,identical,b7baf30389849234e035b77851d8225091e3174962f991e581f9ae9ac411a730,b7baf30389849234e035b77851d8225091e3174962f991e581f9ae9ac411a730,,,MocNarrowAngleSumming,,,,,,,
MocWideAngleCamera.h,identical,88ab1fb2a20e02e1808de30b8d4d02431be9054e9488192168fe9ccc276003d8,88ab1fb2a20e02e1808de30b8d4d02431be9054e9488192168fe9ccc276003d8,,,MocWideAngleCamera,,,,,,,
MocWideAngleDetectorMap.h,identical,093dfbb3098f0f7e301f992dce4df1bd06a99821a9c5942e8ae679f49992da94,093dfbb3098f0f7e301f992dce4df1bd06a99821a9c5942e8ae679f49992da94,,,MocWideAngleDetectorMap,,,,,,,
MocWideAngleDistortionMap.h,identical,47a4732b99f49d00980eb733f0b8fe33ea198eef5660bcf5b4d440e89cb57ffe,47a4732b99f49d00980eb733f0b8fe33ea198eef5660bcf5b4d440e89cb57ffe,,,MocWideAngleDistortionMap,,,,,,,
Module.h,identical,9a4d608a6bc8975090a700360f5d747005ed4018f389f515c6c1f2e1d44fe6d0,9a4d608a6bc8975090a700360f5d747005ed4018f389f515c6c1f2e1d44fe6d0,,,"Module
PvlGroup",,,,,,,
Mollweide.h,identical,9de59466f0cdf9b1249477447fed43b12ac3592c30993735510673ee67b7e99d,9de59466f0cdf9b1249477447fed43b12ac3592c30993735510673ee67b7e99d,,,"Mollweide
Pvl
PvlGroup",,,,,,,
MoonAlbedo.h,identical,c761bf03f21206a275da69a96e9e69181f7de276b8cb532f48d8c2b738a8246a,c761bf03f21206a275da69a96e9e69181f7de276b8cb532f48d8c2b738a8246a,,,"MoonAlbedo
Pvl",,,,,,,
MoravecOperator.h,identical,40c600bb1ac29e09f6c297260bf59d4593896e2cfe794d999a2fe6c643c3653e,40c600bb1ac29e09f6c297260bf59d4593896e2cfe794d999a2fe6c643c3653e,,,"Chip
MoravecOperator
Pvl",,,,,,,
MosaicAreaTool.h,identical,eff2964ed6502c8b45e4fd059067ce832df45f936a814b158b4833001a09dd8a,eff2964ed6502c8b45e4fd059067ce832df45f936a814b158b4833001a09dd8a,,,"Distance
MosaicAreaTool
PvlObject
QAction
QGraphicsPolygonItem
QLineEdit",,,,,,,
MosaicControlNetTool.h,identical,3fa8e5f88f16a674c1f460d12da2791cef8daa8006351dbc86cd6fd33e27fedd,3fa8e5f88f16a674c1f460d12da2791cef8daa8006351dbc86cd6fd33e27fedd,,,"ControlNet
ControlNetGraphicsItem
ControlPoint
Image
ImageList
MosaicControlNetTool
QDialog
QLabel
QPushButton",,,MovementColorSource,,,,
MosaicControlNetToolMovementConfigDialog.h,identical,529f2a47c817ed1d57a1295c3075aabbf77c2b9968aa34d59de0bad9cdccb25a,529f2a47c817ed1d57a1295c3075aabbf77c2b9968aa34d59de0bad9cdccb25a,,,"MosaicControlNetTool
MosaicControlNetToolMovementConfigDialog
QCheckBox
QComboBox
QLabel
QLineEdit
QPushButton
QSlider",,,,,,,
MosaicController.h,identical,2327719d4dd4a88fad101e520ff8f94e3efe8572ac7d9836d29572e5bd11830e,2327719d4dd4a88fad101e520ff8f94e3efe8572ac7d9836d29572e5bd11830e,,,"ControlNet
FileName
ImageReader
MosaicController
MosaicSceneWidget
ProgressBar
PvlObject
QAction
QFutureWatcher
QList
QMenu
QMutex
QProgressBar
QSettings
QStatusBar",,,,,,,
MosaicFindTool.h,identical,f542add9c68b1712eb195d55e5aaee53318aa74f5ecb96450add78fb8a099169,f542add9c68b1712eb195d55e5aaee53318aa74f5ecb96450add78fb8a099169,,,"MosaicFindTool
PvlObject
QAction
QDialog
QGraphicsEllipseItem
QLineEdit
QToolButton",,,,,,,
MosaicGraphicsScene.h,identical,65f31fefebce2f51a6650da4c67328cce96fb4b7fb1cd7cb4aa877d6ad91a276,65f31fefebce2f51a6650da4c67328cce96fb4b7fb1cd7cb4aa877d6ad91a276,,,"MosaicGraphicsScene
MosaicSceneWidget",,,,,,,
MosaicGraphicsView.h,identical,8125fa7d71926eee98ecad6b1ac02a08d766d9630f1323f7383f9d1604df1e4f,8125fa7d71926eee98ecad6b1ac02a08d766d9630f1323f7383f9d1604df1e4f,,,MosaicGraphicsView,,,,,,,
MosaicGridTool.h,identical,a4b3f200d67d86eb35a01fad8793ca3bfdc52737c3b2b53fbd3f868977d72b68,a4b3f200d67d86eb35a01fad8793ca3bfdc52737c3b2b53fbd3f868977d72b68,,,"GridGraphicsItem
MosaicGridTool
Projection
QAction
QCheckBox
QDialog
QGraphicsItem
QLabel
QPushButton
QToolButton",,,GridExtentSource,,,,
MosaicGridToolConfigDialog.h,identical,8cec732ab52839c7fa2449ec350accdb76b99950a883bdc32cc13b8f68a31a83,8cec732ab52839c7fa2449ec350accdb76b99950a883bdc32cc13b8f68a31a83,,,"MosaicGridTool
MosaicGridToolConfigDialog
QCheckBox
QComboBox
QLabel
QLineEdit
QPushButton
QSlider",,,,,,,
MosaicMainWindow.h,identical,be1c30f9607729c1848cb2129ca12f4e9818142d8094c167311645ea91ac3804,be1c30f9607729c1848cb2129ca12f4e9818142d8094c167311645ea91ac3804,,,"Cube
MosaicController
MosaicMainWindow
QProgressBar
QString
ToolPad",,,,,,,
MosaicPanTool.h,identical,59a0dc986bb3437da492ad9a25a52287cdb820cd8097e9fc574c97f35cb3f2ed,59a0dc986bb3437da492ad9a25a52287cdb820cd8097e9fc574c97f35cb3f2ed,,,MosaicPanTool,,,,,,,
MosaicSceneItem.h,identical,e1dbc40d5a673b549d693ed9293e908f907d2a55457aaa027cf15ab42bb5b998,e1dbc40d5a673b549d693ed9293e908f907d2a55457aaa027cf15ab42bb5b998,,,"Camera
Image
MosaicSceneItem
MosaicSceneWidget
MultiPolygon
Projection
PvlGroup
QGraphicsPolygonItem
Stretch
UniversalGroundMap",,,,,,,
MosaicSceneWidget.h,identical,facc2958416b456f140aa9509a8c9e330d1b0b893591fa5cff7725b00cbfe3fc,facc2958416b456f140aa9509a8c9e330d1b0b893591fa5cff7725b00cbfe3fc,,,"ControlPoint
Directory
Image
MosaicGraphicsView
MosaicSceneItem
MosaicSceneWidget
MosaicTool
ProgressBar
Projection
PvlGroup
PvlObject
QGraphicsPolygonItem
QGraphicsRectItem
QGraphicsScene
QGraphicsSceneContextMenuEvent
QList
QMenu
QProgressBar
QRubberBand
QStatusBar
QToolBar
QToolButton
ToolPad",,,,,,,
MosaicSceneWorkOrder.h,identical,b15f5ebce8d8fa59c4523a24afc92679794e16a168c8f1520d4da90247e0e155,b15f5ebce8d8fa59c4523a24afc92679794e16a168c8f1520d4da90247e0e155,,,"MosaicSceneWidget
MosaicSceneWorkOrder",,,,,,,
MosaicSelectTool.h,identical,d7b0e9c3498991c18a32527a20f762c58b50e8fd9788376073c30e7a06e56320,d7b0e9c3498991c18a32527a20f762c58b50e8fd9788376073c30e7a06e56320,,,MosaicSelectTool,,,,,,,
MosaicTool.h,identical,608b5d325dbc44899905ce0329b87f2e31e631c30be6cdc6965eca336f69de5a,608b5d325dbc44899905ce0329b87f2e31e631c30be6cdc6965eca336f69de5a,,,"MosaicSceneWidget
MosaicTool
PvlObject
QAction
QGraphicsView
QMenu
QPixmap
QPoint
QString
QToolBar
ToolPad",,,,,,,
MosaicTrackTool.h,identical,2c8beb855c2c0a27177857e6a6919264075ebc97734b0a0362fc6218c858accc,2c8beb855c2c0a27177857e6a6919264075ebc97734b0a0362fc6218c858accc,,,"MosaicTrackTool
QLabel
QStatusBar",,,,,,,
MosaicZoomTool.h,identical,994e7f4c2ac3e2ec4f29432b0130b6aba1b053ef94c98d59fcb11415bd7535b9,994e7f4c2ac3e2ec4f29432b0130b6aba1b053ef94c98d59fcb11415bd7535b9,,,"MosaicZoomTool
QAction
QDoubleSpinBox
QGraphicsSceneMouseEvent
QLineEdit
QRect",,,,,,,
MoveDownOneSceneWorkOrder.h,identical,09831bd74f263f532960c06f1f3a396f2f356d36326d94d5d1123619b832c198,09831bd74f263f532960c06f1f3a396f2f356d36326d94d5d1123619b832c198,,,"MosaicSceneWidget
MoveDownOneSceneWorkOrder",,,,,,,
MoveToBottomSceneWorkOrder.h,identical,0cb7a5da67fd21ebe4cd7e5040b75d0d4a9160fc777469a5353cd7e47d0933fa,0cb7a5da67fd21ebe4cd7e5040b75d0d4a9160fc777469a5353cd7e47d0933fa,,,"MosaicSceneWidget
MoveToBottomSceneWorkOrder",,,,,,,
MoveToTopSceneWorkOrder.h,identical,653fd7b5cd07a35ce4cdcb197caf37f1f7c6d5d319971b0e9cebbde04e8c088a,653fd7b5cd07a35ce4cdcb197caf37f1f7c6d5d319971b0e9cebbde04e8c088a,,,"MosaicSceneWidget
MoveToTopSceneWorkOrder",,,,,,,
MoveUpOneSceneWorkOrder.h,identical,a67f803f85fc1a461f4692e2e89ef474caaab4d6beac4d181dc8e2a5b6b3cb40,a67f803f85fc1a461f4692e2e89ef474caaab4d6beac4d181dc8e2a5b6b3cb40,,,"MosaicSceneWidget
MoveUpOneSceneWorkOrder",,,,,,,
MsiCamera.h,identical,240970e33e0c3d4a2f63f1e083881bad4bb0afa6ab11b074776679039479afd6,240970e33e0c3d4a2f63f1e083881bad4bb0afa6ab11b074776679039479afd6,,,MsiCamera,,,,,,,
MultivariateStatistics.h,identical,eeda3c440b910c53ed61c48da14dc2353e844500dfea7f849551a9ea860249c3,eeda3c440b910c53ed61c48da14dc2353e844500dfea7f849551a9ea860249c3,,,MultivariateStatistics,,,,,,,
NaifDskApi.h,identical,f1f89678c7d4bcddbea4adfd7638d59a22cd664379e1f8451188dfbaffc74014,f1f89678c7d4bcddbea4adfd7638d59a22cd664379e1f8451188dfbaffc74014,,,,,,,,,,
NaifDskPlateModel.h,identical,1c1e772fb6be93054794ff553183fb721110a73c973797154d0808420e921f97,1c1e772fb6be93054794ff553183fb721110a73c973797154d0808420e921f97,,,"Intercept
Latitude
Longitude
NaifDskDescriptor
NaifDskPlateModel
SurfacePoint",,,ErrAction,,,,
NaifDskShape.h,changed_declarations,4334666ba09c15f3365ddb93b7d724cf0e14062b782c36c2dc76ffbd8a51c3cd,502a731e22c9477ff0800d6b381c4ac060f3cb8facf5ee95af82d2fe26f4238e,,,"Intercept
NaifDskShape",,,,,"QVector<double>ellipsoidNormal();
void calculateDefaultNormal();
void calculateSurfaceNormal();",,
NaifStatus.h,identical,9b4b7400bb9a289df1e8e2a8193163e4ed78de6de89dff7454124a5b5e16a825,9b4b7400bb9a289df1e8e2a8193163e4ed78de6de89dff7454124a5b5e16a825,,,NaifStatus,,,,,,,
NewControlPointDialog.h,changed_declarations,3859699ed16bbf6635b2e3bdab0b828a08a1fa8a68a8277e0da1880736654455,bc73f6a2d91bff74053abae0c117c0fb9b44f6524c34f1c21bbeff5ca35261ae,,QStringList,"ControlNet
NewControlPointDialog
QComboBox
QHBoxLayout
QLabel
QLineEdit
QListWidget
QPushButton
QRadioButton
QString
SerialNumberList",,,,,,,
NewGroundSourceLocationDialog.h,identical,42f42acaf72ddeb435f5efcf258bf9cc2fe963f6558096a60d7483ad765a3aab,42f42acaf72ddeb435f5efcf258bf9cc2fe963f6558096a60d7483ad765a3aab,,,NewGroundSourceLocationDialog,,,,,,,
NewHorizonsLeisaCamera.h,identical,db74fb967a98b4573c15c27597a87aeb0c2953b795788592179087bd8f647592,db74fb967a98b4573c15c27597a87aeb0c2953b795788592179087bd8f647592,,,NewHorizonsLeisaCamera,,,,,,,
NewHorizonsLorriCamera.h,identical,a920c26d73364bf052bb272017711b4e65ced16cc5df526324ab2967cfb0f44d,a920c26d73364bf052bb272017711b4e65ced16cc5df526324ab2967cfb0f44d,,,NewHorizonsLorriCamera,,,,,,,
NewHorizonsLorriDistortionMap.h,identical,7b8f9ffc30c0e6400e1f32a835b54ec7170d02dd2c32b81e317913036979e6c2,7b8f9ffc30c0e6400e1f32a835b54ec7170d02dd2c32b81e317913036979e6c2,,,NewHorizonsLorriDistortionMap,,,,,,,
NewHorizonsMvicFrameCamera.h,identical,11288d9141f96f47e2da393ee55d77b16daff04b8ddd441936b4cb2d6bc9af3c,11288d9141f96f47e2da393ee55d77b16daff04b8ddd441936b4cb2d6bc9af3c,,,NewHorizonsMvicFrameCamera,,,,,,,
NewHorizonsMvicFrameCameraDistortionMap.h,identical,1e4daded382ff8b8d729c0610620ccace344bee0f673f3840c6f75694303c11c,1e4daded382ff8b8d729c0610620ccace344bee0f673f3840c6f75694303c11c,,,NewHorizonsMvicFrameCameraDistortionMap,,,,,,,
NewHorizonsMvicTdiCamera.h,identical,7dc317b6293f5bdbc4f580d44928bfd894c4a430290a75c89dc2f02f7b17d5b9,7dc317b6293f5bdbc4f580d44928bfd894c4a430290a75c89dc2f02f7b17d5b9,,,NewHorizonsMvicTdiCamera,,,,,,,
NewHorizonsMvicTdiCameraDistortionMap.h,identical,bf8c133ceb9d7a118ae365282726ab870d09443c523d6544e7c2775e300bf482,bf8c133ceb9d7a118ae365282726ab870d09443c523d6544e7c2775e300bf482,,,NewHorizonsMvicTdiCameraDistortionMap,,,,,,,
NirCamera.h,identical,c70f66b369ed9629d357bdea26e46815994b494cc65db3b11c86bb682f06df2d,c70f66b369ed9629d357bdea26e46815994b494cc65db3b11c86bb682f06df2d,,,NirCamera,,,,,,,
NirsDetectorMap.h,identical,8f837f96bead65b891748f3dd6b20952b53acfb4e17ca38b1cb0a69efdc7642b,8f837f96bead65b891748f3dd6b20952b53acfb4e17ca38b1cb0a69efdc7642b,,,NirsDetectorMap,,,,,,,
NirsImportFits.h,changed_declarations,13ca274b95101d6cdf2f5c510ae40613bac63c0d038fe3f84c8a7c6db69ad11c,c12e85e1258ad3764105635bc840be32d54a7b4013f117cb717a08bee3b29216,,,NirsImportFits,,,,"PvlGroup label()const;
PvlGroup parseLabel(std::ifstream&in,const QString&fitLabelName);","PvlObject label()const;
PvlObject parseLabel(std::ifstream&in,const QString&fitLabelName);",,
NoNormalization.h,identical,38f866c4552b072ac61b624d89b229139564eb356774dd28c17414cbfa17177d,38f866c4552b072ac61b624d89b229139564eb356774dd28c17414cbfa17177d,,,"NoNormalization
Pvl",,,,,,,
NoOperator.h,identical,2ee206fcfe9fdf3608eec881db6537a253108a0ece954e0e3313135db8dd3359,2ee206fcfe9fdf3608eec881db6537a253108a0ece954e0e3313135db8dd3359,,,"Chip
NoOperator
Pvl",,,,,,,
NomenclatureToolConfigDialog.h,identical,a85a4d788209a67d8018c6a0e4fe9af4f13af9637d293f3adffb3caf90444431,a85a4d788209a67d8018c6a0e4fe9af4f13af9637d293f3adffb3caf90444431,,,"FeatureNomenclatureTool
NomenclatureToolConfigDialog
QCheckBox
QComboBox
QPushButton",,,,,,,
NonLinearLSQ.h,identical,4fd95f1f7386f7bc7edcd620b54d426d78773d3052c1fe6812a95b1b0b34f91d,4fd95f1f7386f7bc7edcd620b54d426d78773d3052c1fe6812a95b1b0b34f91d,,,"NonLinearLSQ
_nlsqPointer",,,,,,,
NormModel.h,identical,3ba6842bc3d174ff871ff046ecae35fec227ca910f1160c01c740a04ef6cd0b3,3ba6842bc3d174ff871ff046ecae35fec227ca910f1160c01c740a04ef6cd0b3,,,NormModel,,,,,,,
NormModelFactory.h,identical,e7fe23a54f9eb2c5e958ec776419fdffbc1766164e8a294cc2e6581672445932,e7fe23a54f9eb2c5e958ec776419fdffbc1766164e8a294cc2e6581672445932,,,"AtmosModel
NormModel
NormModelFactory
PhotoModel
Pvl",,,,,,,
